US-State|URL|Title|Location|AskPrice|CashFlow|GrossRevenue|EBITDA|FF&E|Inventory|Rent|RealEstate|Established|Inventory-2|RealEstate-2|BuildingSF|LeaseExpiration|Employees|FurnitureFixturesAndEquipment|Facilities|GrowthAndExpansion|Financing|SupportAndTraining|ReasonForSelling
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Flooring-Business-Great-Territory/1697847/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Established Flooring Business, Great Territory|Birmingham, AL (Shelby County)|$175,000|N/A|$450,000|N/A|N/A|N/A|||2015||||||||||Training and support program details: New franchisee training programs total 20 days over 1st year. Additional training (some mandatory) throughout the year. Support in all aspect of operating the business.|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Franchise-Sandwich-Deli-Fresh-Baked-Bread-Soups-and-Salads/1705858/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Franchise Sandwich Deli, Fresh Baked Bread, Soups & Salads|Madison County, AL|$195,000|N/A|$1,402,362|N/A|$75,000|$20,000|||2002|Included in asking price||||23|Included in asking price|Leased space with modern franchise buildout in a busy shopping area.|Increasing market with population growth and nearby industries.||Owner will offer training, as well as, franchise support.|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Grocery-Store-for-Sale-Motivated-Seller/1726298/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Grocery Store for Sale (Motivated Seller)|Birmingham, AL (Jefferson County)|$100,000|$21,634|$156,868|N/A|N/A|N/A|||2014|||||||||||other interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Pizza-Opportunity-for-Sale-3-Locations/1725373/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Pizza Opportunity for Sale! 3 Locations|Birmingham, AL (Jefferson County)|$300,000|$134,000|$1,162,954|N/A|$50,000|$7,000*|$2,346 /Month||2000|Not included in asking price|Leased|1,200|9/30/2021|37|Included in asking price|"3 locations great shape  Pizza locations are in strip centers.   Plenty of parking for each locations also.
Rent Store 1- $2598.50 sq ft -1400
Rent Store 2-$2346 sq ft 1200
Rent Store 3 -$3042 sq ft 1400"|lots of opportunities||willing to do that  reasonable necessary smith transition.|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Franchised-exterior-corridor-motel-for-sale/1419014/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Franchised exterior corridor motel for sale|AL|$4,500,000|N/A|$1,300,000|N/A|N/A|N/A||N/A|N/A||Owned|N/A||||||||Owner renovates and flips motels for a living.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Mobile-s-Best-Kept-Secret-Italian-Restaurant-with-70-Margins/1711450/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Mobile's Best Kept Secret - Italian Restaurant with 70% Margins|Mobile County, AL|$325,000|$169,437|$764,302|N/A|N/A|$6,000|$2,667 /Month||2012|Included in asking price|Leased|2,275|N/A||||||4 weeks|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Super-High-End-Client-Commercial-Landscape-Business/1723288/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Super High-End Client Commercial Landscape Business|AL|$3,500,000|$1,094,333|$2,342,978|N/A|N/A|N/A|$1,800 /Month||2013|Included in asking price|Leased|6,000|N/A|6|||Unlock||Negotiable - Seller willing to stay on for 1-3 years.|Growth
Vermont|https://www.bizbuysell.com//Business-Opportunity/Commercial-Janitorial-Services/1722256/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Commercial Janitorial Services|Morgan County, AL (Relocatable)|N/A|$50,000|$450,000|N/A|$61,300|$1,328|$1,500 /Month||1998|Included in asking price|Leased|2,560|N/A|60|Included in asking price|Home Based|Stable company ready for expansion under new ownership.||Available|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Local-Bar-Liquor-License/1722071/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Local Bar, Liquor License|Dothan, AL (Houston County)|$100,000|$64,974|$99,411|N/A|$7,000|$5,000|||2006|Included in asking price||||11|Included in asking price|"the building is 2865sf and owned by seller.   it is available for sale from the owner or a local realtor - estimate the price at $199,000.
The bar is 30 feet long, price includes chairs, tables, VIP room furniture,   Three (3) restrooms available."|"Your club, you set the path to expand - currently not open every day, not open for lunch
current hours are Wednesday to Saturday, 8pm to 4am W-F, 8pm to 2am Sat"||owner will provide trading as agreed to in a purchase agreement|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-Multi-Unit-Business/1721536/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Profitable Multi Unit Business|Tuscaloosa, AL (Tuscaloosa County)|$1,498,000|$220,000|$3,108,000|N/A|$530,000|$20,500|$27,700 /Month||2012|Included in asking price|Leased|14,500|3/31/2023|43|Included in asking price|Each facility is in excellent condition with 5 year leases with option to renew another 5 years. One restaurant has a total of 4500 square feet and annual revenues are $1,056,000. The other restaurant is a total of 15,300 Sq Feet with revenue of $2,000,000. (Home Based)|The area continues to grow and two major hotels have recently located in the city.|Will sale businesses separately|Owner will train the new owner on all aspects of the business for a period of two weeks to a month depending on the new owners request.|Spend more time and grow family.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Non-Medical-Personal-Services-Franchise/1688812/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Non-Medical Personal Services Franchise|Bessemer, AL (Jefferson County)|$330,000|$121,600|$483,823|N/A|N/A|$3,000*|$2,075 /Month||N/A|Not included in asking price|Leased|2,400|N/A|6||Two locations. One is 2400 sq. ft. with 5 exam rooms and the other is 1800 sq. ft. with 4 exam rooms.|Seller controls rights to the entire state of Alabama and additional locations can be started.||Seller will support new owner with a reasonable training and transition in addition to the Franchise required training.|Other Business interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Unique-Shop-Delicious-Gourmet-Chocolate-Family-Environment/1654433/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Unique Shop, Delicious Gourmet Chocolate, Family Environment|AL|$300,000|$67,164|$536,634|N/A|$125,000|N/A|||N/A|Included in asking price||||10|Included in asking price|Retail space with large displays of chocolate creations. Near shopping, dining, and events.|Products are mostly offered in the retail setting but could be expanded to include gift deliveries and B2B sales for corporate events.||Negotiable|Relocation
Vermont|https://www.bizbuysell.com//Business-Opportunity/Manufacturing-Installation-Medical-Casework-and-Commercial-Architectural/1718780/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Manufacturing,Installation,Medical Casework & Commercial Architectural|Point Clear, AL (Baldwin County)|N/A|$425,218|$968,365|N/A|N/A|N/A||$500,000*|1984||Owned|16,000||9||16,000 square feet under roof on 5 acres of land. (Home Based)|Addressing growth needs could double within a year, triple within 3 years.||Time seller will train buyer is negotiable.|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/DownTown-C-store-Gas-station-available/1719140/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|DownTown C-store/Gas station available !|Eufaula, AL (Barbour County)|$5,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||Branded gas station, new outdoor image.||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Hot-Bar-in-with-a-Private-Club-License/1718371/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Hot Bar in with a Private Club License|Birmingham, AL (Jefferson County)|$200,000|N/A|$810,000|N/A|$200,000|$20,000*|$12,000 /Month||2007|Not included in asking price|Leased|5,000|N/A|25|Included in asking price|Fully equipped night club in excellent condition.  Has a small patio.  Has pool table.  Good alley access.|Hours could easily be expanded as well as private function business.||Willing to do what's reasonable for a smooth transition.|Owners are pursuing other business interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Fitness-Franchise-In-Lauderdale-County-AL/1558020/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Fitness Franchise In Lauderdale County, AL|Lauderdale County, AL|$30,000|$82,376|$255,834|N/A|$150,000|N/A|||2007|Included in asking price||||6|Included in asking price|||||Other Business Interest
Vermont|https://www.bizbuysell.com//Business-Opportunity/Self-Serve-Car-Wash-19-4-Cap-Rate/1713905/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Self Serve Car Wash 19.4% Cap Rate|Birmingham, AL (Jefferson County)|$235,000|$45,595|$63,960|N/A|N/A|N/A||$235,000*|N/A||Owned|N/A||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Birmingham-High-Gross-Profits-Property-Damage-and-Restoration/1713642/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Birmingham - (High Gross Profits) Property Damage & Restoration|Birmingham, AL (Jefferson County)|$119,999|$390,000|$789,000|N/A|N/A|N/A|||2016|||||2 F/T||Contact for detailed information about this business. (Home Based)|High demand allows for continual long-term growth of this business.|Third party financing is available.|Full training and support will be included.|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Price-Drop-10-Yr-Existing-Ice-Cream-Shop/1613444/?d=JTJmYWxhYmFtYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1TWnpjR2xrUFRFbWR6MXg=|Price Drop! - 10+Yr Existing Ice Cream Shop|Mobile County, AL|$60,000|N/A|$298,694|N/A|$115,000|$10,000|||2009|Included in asking price||||5|Included in asking price||"*Decorative Cakes
*Event Catering & Promotion"||2 weeks|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/SPA-for-Sale/1762934/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|SPA for Sale|Anchorage, AK (Anchorage County)|$299,000|N/A|N/A|N/A|N/A|N/A|$5,300 /Month||2008|Included in asking price|Leased|1,800|3/31/2027|4||Great location in South Anchorage with a large exposure. System in place with thousands of warm leads. Fourteen spa services custom designed for this ideal social distancing time in history! Lease rate locked in for 7 years at a very competitive rate including all CAMS.|Expansion in other areas of the city or state is desired by customer base. This business model has low employee requirements and turnover. The Franchise has a model to expand into a location that could be unstaffed, lowering overhead costs.|Seller will consider owner financing if other options have been explored|Owner can assist with hand off. Franchise help is extensive and very supportive. Including ongoing support and training for the owner and employees.|Owner wishes to pursue political office
Vermont|https://www.bizbuysell.com//Business-Opportunity/Popeyes-Franchise-Opportunity/1762200/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Popeyes Franchise Opportunity|Anchorage County, AK|$750,000|$382,794|$2,327,289|N/A|N/A|N/A|||2004|||||15FT; 20PT||All signs, fixtures, and equipment included except noted leases. Equipment is in good working condition at time of changeover.|||Comprehensive training provided by Franchisor|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Famous-Alaska-Roadhouse-featuring-Great-Bakery-and-Breakfast/1552384/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Famous Alaska Roadhouse featuring Great Bakery and Breakfast|Talkeetna, AK (Matanuska Susitna County)|$985,000|N/A|N/A|N/A|N/A|N/A||N/A|1996||Owned|5,600||35||The Roadhouse sits on two combined city lots on Main Street.  On the property there is the main log building (1917) with attached frame buildings (kitchen, bakery and rooms, 1944/80s); one 10x20 cabin (overnight rental); one 20x20 two story log barn (dry storage/in-house laundry, 1917).  Parking on C Street.  All kitchen, laundry, office equipment as well as all room, office, kitchen and dining furnishings come with the sale.  Other items included:  10-passenger van; Recipe & Procedures book; Website; all inventory; all social media accounts.|The Roadhouse brand itself is highly recognizable within the state and valued for the authentic experience it represents. Our Family-Style Breakfasts have been developed for scheduled tour groups of 12-40 per seating, allowing us to still accommodate our walk-in customers.  As more mid-size tour operators include Talkeetna in their itinerary we are building our Box Lunch and our special bakery order accounts, enabling us to give folks a taste of the Roadhouse when their schedules do not otherwise allow a full experience.||Owner is available for consultation.|Owner ready for another chapter!
Vermont|https://www.bizbuysell.com//Business-Opportunity/Alaska-Gold-Mine-920-Acres-of-Mineral-Rights/1653926/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Alaska Gold Mine - 920 Acres of Mineral Rights|Fairbanks, AK (Fairbanks North Star County)|$2,500,000|N/A|$345,000|N/A|$65,000|$366,000|||2010|Included in asking price||||5|Included in asking price|Limited mining operation with huge growth potential.  The operation produces on average one ounce of gold per hour by running 70-80 yards of material per hour.|With additional capital investment, these 920 acres of mineral rights could be mined much more rapidly.  Only 50 acres have been mined thus far.||Two weeks at the beginning of the mining season in June and one week at the end of the season in September.  Further consulting would be available by mutual agreement between buyer and seller.|Owner has insufficient capital to mine all 920 acres.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Alaska-Ocean-Frontage-Fishing-Lodge-in-a-Gated-Subdivision-w-Road-Acc/1527734/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Alaska Ocean Frontage Fishing Lodge in a Gated Subdivision w/ Road Acc|Ninilchik, AK (Kenai Peninsula County)|$995,000|N/A|N/A|N/A|N/A|N/A||N/A|1987||Owned|8,358||||"Total of 8,358 square feet of buildings and improvements:

Main Log Lodge Building – 2,150 Sq. Ft. built in 1987. This is a single level wood frame and wood sided building, has a great room w/ fireplace, wet bar, dinning area, a commercial kitchen that has propane fired range/griddle w/ overhead exhaust fan system, two restrooms, storage area, efficiency apartment and a sauna. This building has poured concrete piling for it’s foundation, a mixture of  metal & shingle roof system and this building also includes an 8' covered deck overlooking the ocean.

Guest Quarters Building –    3,520 Sq. Ft. 2 story wood frame construction, built in 1991. Attached to this building is a 930 Sq. Ft. unfinished garage and utility room. This building has a concrete piling for the foundation, T-111 for siding w/ a metal roof. The ground level has a pool table recreation room w/ wet bar & restroom, 4 bedrooms each 3/4 private baths, laundry room w/ a shop area. The second level has 6 bedroom each with 3/4 private baths, one of these bedrooms has a small deck on the west end. Rooms have carpet w/ vinyl in the restrooms. 9 of the bedrooms have two double beds and 1 bedroom has a single double bed. Each of the rooms has a small refrigerator. The attached garage is 44’X20' with an attached 5’X10' utility room, has a gravel floor, is uninsulated w/ a 16' overhead door.

Crew Quarters Building –  1,754 Sq. Ft. was constructed in part from a manufactured housing unit (ATCO type) with a wood frame addition. The exterior is T-111 wood siding with a metal roof. The interior has 5 bedrooms that share a common bathroom, 3 bedrooms each with a private 34 restroom and a shop area.

Out Buildings –  2 small out buildings – smoke house 4’X3' and a 144 sq. ft.  shed wood frame that houses a prefabricated freezer, a fish processing station and the water purification system."|||Yes|Selling assets
Vermont|https://www.bizbuysell.com//Business-Opportunity/Alaska-Sporting-Goods-Wholesaler/1759690/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Alaska Sporting Goods Wholesaler|Anchorage, AK (Anchorage County) (Relocatable)|$650,000|N/A|N/A|N/A|N/A|N/A|||1981|||||1||"The facility is rented and can be easily relocated
The assets included are what is needed to get the products to market"|Unlimited potential for growth||Negotiable|World travel and leisure
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-Waterfront-Restaurant-Nets-197k-Open-5-Months-a-Year/1682674/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Profitable Waterfront Restaurant Nets $197k Open 5 Months a Year|Ketchikan, AK (Ketchikan Gateway County)|$569,000|$197,900|$826,065|N/A|$176,335|$15,000|$7,367 /Month||2006|Included in asking price|Leased|3,200|9/30/2025|10|Included in asking price|"Lease/Month: 7367Square Footage: 3200	Building Type: Self Standing
Terms & Options: Available	Expiration Date: 9/30/2025"||Loan/Seller	- Amt: 	294,000  Mos:	84  Rate:	6.00  Mo Pmt:	4294.92|4 weeks training at no cost|Moving back to the lower 48
Vermont|https://www.bizbuysell.com//Business-Opportunity/Kenai-River-Frontage-8-Cabins-w-Salt-and-Fresh-Water-Fishing-Charter/1527744/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Kenai River Frontage – 8 Cabins w/ Salt & Fresh Water Fishing Charter|Soldotna, AK (Kenai Peninsula County)|$3,500,000|N/A|N/A|N/A|N/A|N/A||N/A|1998||Owned|8,309||||"Total of  8,309 square feet of buildings and improvements:

Kenai River Frontage  –

Lot 3C -4 each Cabins, Well House, Fish Processing/Retail building

4 each Cabins 693 Sq. Ft. each (28.4' X 24.4') – total of 2,772 square feet, all built in 2006. All are custom wood frame and wood sided buildings with 2 bedrooms 1 each  bathrooms.  Pilings for foundation, metal roof and covered porch.

Fish Processing/Retail Building – 1,248 Sq. Ft. wood frame, on pilings, built in 2015, contains freezers, processing equipment & retail sales area.

Lot 3B – 4 each Cabins, Office Building, Bathroom building, Picnic Shelter, Boardwalk & metal grates to the Kenai River Frontage

3 each Cabins  693 Sq. Ft. each (28.4' X 24.4') , 1 each cabin 786 Sq. Ft. (32.2 X 24.4') total of 2,865 square feet, all built in 1998 & 1999. All are custom wood frame and wood sided buildings with 2 bedrooms 1 each  bathrooms.  Pilings for foundation, metal roof and covered porch.

Restroom building -192 Sq. Ft. (12' X 16')  two each bathrooms

Office Building- 144 Sq. Ft. (12' X 12') Office

Picnic Shelter – 512 Sq. Ft., pole barn style

Office Building  on Sterling Highway– 576 Sq. Ft.  1 level, Wood Frame , Metal roof,  office area, built in 1999."|||Yes|Retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Last-Frontier-Bar/1711065/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Last Frontier Bar|Anchorage, AK (Anchorage County)|$300,000|N/A|N/A|N/A|N/A|N/A|$6,000 /Month||2000||Leased|3,400|N/A|5||All bar supplies, pool tables, equipment, liquor license, and amenities to operate.|Great profit numbers with even better opportunity to expand even more!|Willing to owner finance with proper amount for down payment.|Support and training of the POS system and operation of business is available upon request.|Other opportunities and ventures.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Accessible-Home-Store/1748746/?d=JTJmYWxhc2thLWJ1c2luZXNzZXMtZm9yLXNhbGUlMmYlM2ZxJTNkYVhJOU1TWnpjR2xrUFRFbWR6MXg=|Accessible Home Store|Anchorage, AK (Anchorage County)|$395,000|N/A|$592,000|$180,000|$288,123|$31,157|$2,250 /Month||1990|Included in asking price|Leased|2,100|11/1/2021|4|Included in asking price|"2100 Sq. Ft. Showroom 
Over $450,000. Invested in showroom and inventory"|Growth is positive due to aging population. Disabilities happen by the minute, car crashes, strokes, illnesses, disease, work-comp cases, falls and many more. We sell a need not a want, when someone needs to be able to access their home before being released from the hospital they call us to solve the barriers preventing them from going home. When they need it they need it now!|Lease Includes Heat, water, trash.  58000 cars a day pass by|Owners willing to stay for a one month transition period, which could be extended up to 6 months.|Planned Retirement and with the pandemic it has forced us to reduce our price.
